Conversion run started at 2026-09-20 17:39:12
[2026-09-20 17:39:34] phase=rmd->md status=ok duration=0.258s file=Rmd/graphics/distribution/20-relationship-scatter.Rmd
[2026-09-20 17:39:34] phase=rmd->md status=ok duration=0.257s file=Rmd/graphics/distribution/21-relationship-points.Rmd
[2026-09-20 17:39:35] phase=rmd->md status=ok duration=0.275s file=Rmd/graphics/distribution/22-relationship-correlation.Rmd
[2026-09-20 17:39:37] phase=rmd->md status=ok duration=2.282s file=Rmd/graphics/distribution/23-relationship-pair.Rmd
[2026-09-20 17:39:41] phase=rmd->md status=ok duration=3.890s file=Rmd/graphics/distribution/24-relationship-pair-advanced.Rmd
[2026-09-20 17:39:41] phase=rmd->md status=ok duration=0.293s file=Rmd/graphics/distribution/25-relationship-parallel.Rmd
[2026-09-20 17:39:42] phase=rmd->md status=ok duration=0.494s file=Rmd/graphics/distribution/26-relationship-pixel.Rmd
[2026-09-20 17:39:42] phase=rmd->md status=ok duration=0.401s file=Rmd/graphics/distribution/27-relationship-dendrogram.Rmd
[2026-09-20 17:39:42] phase=rmd->md status=ok duration=0.274s file=Rmd/graphics/distribution/30-time-series-lines.Rmd
[2026-09-20 17:39:43] phase=rmd->md status=ok duration=0.227s file=Rmd/graphics/distribution/31-time-series-basic.Rmd
[2026-09-20 17:39:43] phase=rmd->md status=ok duration=0.245s file=Rmd/graphics/distribution/32-time-series-forecast.Rmd
[2026-09-20 17:39:43] phase=rmd->md status=ok duration=0.419s file=Rmd/graphics/distribution/40-export-save-pdf.Rmd
[2026-09-20 17:39:44] phase=rmd->md status=ok duration=0.752s file=Rmd/graphics/distribution/41-export-save-jpg.Rmd
[2026-09-20 17:39:44] phase=rmd->md status=ok duration=0.010s file=Rmd/graphics/distribution/README.Rmd
[2026-09-20 17:39:44] phase=rmd->md status=ok duration=0.011s file=Rmd/graphics/README.Rmd
[2026-09-20 17:39:44] phase=rmd->md status=ok duration=0.333s file=Rmd/patterns/01-apriori-rules.Rmd
[2026-09-20 17:39:45] phase=rmd->md status=ok duration=0.334s file=Rmd/patterns/10-eclat-itemsets.Rmd
[2026-09-20 17:39:45] phase=rmd->md status=ok duration=0.278s file=Rmd/patterns/20-cspade-sequences.Rmd
[2026-09-20 17:39:45] phase=rmd->md status=ok duration=0.306s file=Rmd/patterns/30-divergent-association-ranking.Rmd
[2026-09-20 17:39:45] phase=rmd->md status=ok duration=0.010s file=Rmd/patterns/README.Rmd
[2026-09-20 17:39:45] phase=rmd->md status=ok duration=0.010s file=Rmd/README.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.280s file=Rmd/regression/beyond-linear/01-interpretable-tree.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.146s file=Rmd/regression/beyond-linear/10-instance-based-knn.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.010s file=Rmd/regression/beyond-linear/README.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.174s file=Rmd/regression/ensemble/20-ensemble-random-forest.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.010s file=Rmd/regression/ensemble/README.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.221s file=Rmd/regression/flexible/30-margin-svm.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.371s file=Rmd/regression/flexible/40-neural-mlp.Rmd
[2026-09-20 17:39:46] phase=rmd->md status=ok duration=0.017s file=Rmd/regression/flexible/README.Rmd
[2026-09-20 17:39:47] phase=rmd->md status=ok duration=0.166s file=Rmd/regression/linear/11-linear-model.Rmd
[2026-09-20 17:39:47] phase=rmd->md status=ok duration=0.012s file=Rmd/regression/linear/README.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=6.951s file=Rmd/regression/model-selection/50-model-selection-tuning.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.010s file=Rmd/regression/model-selection/README.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.011s file=Rmd/regression/README.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.114s file=Rmd/transf/aggregation/80-aggregation-by-group.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/aggregation/README.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.167s file=Rmd/transf/balancing/50-balancing-oversampling.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.193s file=Rmd/transf/balancing/51-balancing-subsampling.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/balancing/README.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.140s file=Rmd/transf/cleaning/10-cleaning-na-removal.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.159s file=Rmd/transf/cleaning/11-cleaning-outliers-boxplot.Rmd
[2026-09-20 17:39:54] phase=rmd->md status=ok duration=0.095s file=Rmd/transf/cleaning/12-cleaning-outliers-gaussian.Rmd
[2026-09-20 17:39:55] phase=rmd->md status=ok duration=0.116s file=Rmd/transf/cleaning/13-cleaning-imputation-tree.Rmd
[2026-09-20 17:39:55] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/cleaning/README.Rmd
[2026-09-20 17:39:55] phase=rmd->md status=ok duration=0.116s file=Rmd/transf/dimensionality/70-dimensionality-pca.Rmd
[2026-09-20 17:39:55] phase=rmd->md status=ok duration=0.645s file=Rmd/transf/dimensionality/71-curvature-minimum.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.555s file=Rmd/transf/dimensionality/72-curvature-maximum.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/dimensionality/README.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.123s file=Rmd/transf/encoding/30-encoding-categorical-mapping.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.083s file=Rmd/transf/encoding/31-encoding-hierarchy-cut.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.095s file=Rmd/transf/encoding/32-feature-generation.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.011s file=Rmd/transf/encoding/README.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.118s file=Rmd/transf/feature-selection/60-feature-selection-information-gain.Rmd
[2026-09-20 17:39:56] phase=rmd->md status=ok duration=0.111s file=Rmd/transf/feature-selection/61-feature-selection-relief.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.205s file=Rmd/transf/feature-selection/62-feature-selection-stepwise.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.176s file=Rmd/transf/feature-selection/63-feature-selection-lasso.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.129s file=Rmd/transf/feature-selection/64-feature-selection-fss.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/feature-selection/README.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.011s file=Rmd/transf/README.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.120s file=Rmd/transf/sampling/01-sampling-random.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.151s file=Rmd/transf/sampling/02-sampling-stratified.Rmd
[2026-09-20 17:39:57] phase=rmd->md status=ok duration=0.112s file=Rmd/transf/sampling/03-sampling-simple.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.119s file=Rmd/transf/sampling/04-sampling-balance.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.091s file=Rmd/transf/sampling/05-sampling-groups.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/sampling/README.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.100s file=Rmd/transf/scaling/20-scaling-minmax.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.122s file=Rmd/transf/scaling/21-scaling-zscore.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/scaling/README.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.136s file=Rmd/transf/smoothing/40-smoothing-interval.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.160s file=Rmd/transf/smoothing/41-smoothing-frequency.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.203s file=Rmd/transf/smoothing/42-smoothing-clustering.Rmd
[2026-09-20 17:39:58] phase=rmd->md status=ok duration=0.102s file=Rmd/transf/smoothing/43-smoothing-generic.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.133s file=Rmd/transf/smoothing/44-smoothing-quantization.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.010s file=Rmd/transf/smoothing/README.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.149s file=Rmd/tutorial/01-first-experiment.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.133s file=Rmd/tutorial/02-sampling-strategy.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.123s file=Rmd/tutorial/03-data-quality-and-cleaning.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.151s file=Rmd/tutorial/04-preprocessing-basics.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.141s file=Rmd/tutorial/10-baseline-classification.Rmd
[2026-09-20 17:39:59] phase=rmd->md status=ok duration=0.158s file=Rmd/tutorial/11-metrics-and-evaluation.Rmd
[2026-09-20 17:40:00] phase=rmd->md status=ok duration=0.128s file=Rmd/tutorial/12-model-comparison.Rmd
[2026-09-20 17:40:00] phase=rmd->md status=ok duration=0.818s file=Rmd/tutorial/13-tuning-workflow.Rmd
[2026-09-20 17:40:01] phase=rmd->md status=ok duration=0.157s file=Rmd/tutorial/20-end-to-end-classification-pipeline.Rmd
[2026-09-20 17:40:01] phase=rmd->md status=ok duration=0.136s file=Rmd/tutorial/21-regression-workflow.Rmd
[2026-09-20 17:40:01] phase=rmd->md status=ok duration=0.210s file=Rmd/tutorial/22-clustering-workflow.Rmd
[2026-09-20 17:40:01] phase=rmd->md status=ok duration=0.281s file=Rmd/tutorial/30-visual-analysis-and-reporting.Rmd
[2026-09-20 17:40:01] phase=rmd->md status=ok duration=0.128s file=Rmd/tutorial/31-custom-extension.Rmd
[2026-09-20 17:40:01] phase=rmd->md status=ok duration=0.011s file=Rmd/tutorial/README.Rmd
[2026-09-20 17:40:02] phase=rmd->docx status=ok duration=0.664s file=Rmd/classification/ensemble/12-ensemble-random-forest.Rmd
[2026-09-20 17:40:02] phase=rmd->docx status=ok duration=0.465s file=Rmd/classification/ensemble/15-ensemble-bagging.Rmd
[2026-09-20 17:40:03] phase=rmd->docx status=ok duration=0.808s file=Rmd/classification/ensemble/16-ensemble-boosting.Rmd
[2026-09-20 17:40:04] phase=rmd->docx status=ok duration=0.460s file=Rmd/classification/ensemble/22-boosting-xgboost.Rmd
[2026-09-20 17:40:04] phase=rmd->docx status=ok duration=0.097s file=Rmd/classification/ensemble/README.Rmd
[2026-09-20 17:40:04] phase=rmd->docx status=ok duration=0.425s file=Rmd/classification/fundamentals/01-baseline-majority.Rmd
[2026-09-20 17:40:05] phase=rmd->docx status=ok duration=0.435s file=Rmd/classification/fundamentals/02-interpretable-tree.Rmd
[2026-09-20 17:40:05] phase=rmd->docx status=ok duration=0.433s file=Rmd/classification/fundamentals/21-tree-rpart.Rmd
[2026-09-20 17:40:05] phase=rmd->docx status=ok duration=0.085s file=Rmd/classification/fundamentals/README.Rmd
[2026-09-20 17:40:06] phase=rmd->docx status=ok duration=0.429s file=Rmd/classification/knn/10-instance-based-knn.Rmd
[2026-09-20 17:40:06] phase=rmd->docx status=ok duration=0.083s file=Rmd/classification/knn/README.Rmd
[2026-09-20 17:40:06] phase=rmd->docx status=ok duration=0.413s file=Rmd/classification/linear-models/17-linear-logistic-glm.Rmd
[2026-09-20 17:40:07] phase=rmd->docx status=ok duration=0.516s file=Rmd/classification/linear-models/18-linear-logistic-glmnet.Rmd
[2026-09-20 17:40:07] phase=rmd->docx status=ok duration=0.086s file=Rmd/classification/linear-models/README.Rmd
[2026-09-20 17:40:11] phase=rmd->docx status=ok duration=4.672s file=Rmd/classification/model-selection/20-model-selection-tuning.Rmd
[2026-09-20 17:40:11] phase=rmd->docx status=ok duration=0.083s file=Rmd/classification/model-selection/README.Rmd
[2026-09-20 17:40:12] phase=rmd->docx status=ok duration=0.477s file=Rmd/classification/neural-networks/14-neural-mlp.Rmd
[2026-09-20 17:40:12] phase=rmd->docx status=ok duration=0.080s file=Rmd/classification/neural-networks/README.Rmd
[2026-09-20 17:40:12] phase=rmd->docx status=ok duration=0.406s file=Rmd/classification/probabilistic/11-probabilistic-naive-bayes.Rmd
[2026-09-20 17:40:13] phase=rmd->docx status=ok duration=0.416s file=Rmd/classification/probabilistic/19-probabilistic-multinomial.Rmd
[2026-09-20 17:40:13] phase=rmd->docx status=ok duration=0.084s file=Rmd/classification/probabilistic/README.Rmd
[2026-09-20 17:40:13] phase=rmd->docx status=ok duration=0.106s file=Rmd/classification/README.Rmd
[2026-09-20 17:40:14] phase=rmd->docx status=ok duration=0.444s file=Rmd/classification/svm/13-margin-svm.Rmd
[2026-09-20 17:40:14] phase=rmd->docx status=ok duration=0.079s file=Rmd/classification/svm/README.Rmd
[2026-09-20 17:40:14] phase=rmd->docx status=ok duration=0.430s file=Rmd/clustering/advanced-views/11-fuzzy-cmeans.Rmd
[2026-09-20 17:40:15] phase=rmd->docx status=ok duration=0.507s file=Rmd/clustering/advanced-views/12-model-based-gmm.Rmd
[2026-09-20 17:40:15] phase=rmd->docx status=ok duration=0.770s file=Rmd/clustering/advanced-views/13-hierarchical-hclust.Rmd
[2026-09-20 17:40:16] phase=rmd->docx status=ok duration=0.451s file=Rmd/clustering/advanced-views/14-graph-louvain.Rmd
[2026-09-20 17:40:16] phase=rmd->docx status=ok duration=0.098s file=Rmd/clustering/advanced-views/README.Rmd
[2026-09-20 17:40:16] phase=rmd->docx status=ok duration=0.458s file=Rmd/clustering/density/10-density-dbscan.Rmd
[2026-09-20 17:40:16] phase=rmd->docx status=ok duration=0.092s file=Rmd/clustering/density/README.Rmd
[2026-09-20 17:40:17] phase=rmd->docx status=ok duration=0.558s file=Rmd/clustering/model-selection/19-custom-evaluation.Rmd
[2026-09-20 17:40:18] phase=rmd->docx status=ok duration=0.625s file=Rmd/clustering/model-selection/20-model-selection-tuning.Rmd
[2026-09-20 17:40:18] phase=rmd->docx status=ok duration=0.080s file=Rmd/clustering/model-selection/README.Rmd
[2026-09-20 17:40:18] phase=rmd->docx status=ok duration=0.448s file=Rmd/clustering/partitional/01-partitional-kmeans.Rmd
[2026-09-20 17:40:19] phase=rmd->docx status=ok duration=0.427s file=Rmd/clustering/partitional/02-medoid-pam.Rmd
[2026-09-20 17:40:19] phase=rmd->docx status=ok duration=0.083s file=Rmd/clustering/partitional/README.Rmd
[2026-09-20 17:40:19] phase=rmd->docx status=ok duration=0.091s file=Rmd/clustering/README.Rmd
[2026-09-20 17:40:19] phase=rmd->docx status=ok duration=0.632s file=Rmd/custom/01-custom-transformation.Rmd
[2026-09-20 17:40:20] phase=rmd->docx status=ok duration=0.515s file=Rmd/custom/10-custom-classification.Rmd
[2026-09-20 17:40:20] phase=rmd->docx status=ok duration=0.466s file=Rmd/custom/20-custom-regression.Rmd
[2026-09-20 17:40:21] phase=rmd->docx status=ok duration=0.418s file=Rmd/custom/30-custom-clustering.Rmd
[2026-09-20 17:40:21] phase=rmd->docx status=ok duration=0.343s file=Rmd/custom/40-autoencoder-base-encoder.Rmd
[2026-09-20 17:40:21] phase=rmd->docx status=ok duration=0.365s file=Rmd/custom/41-autoencoder-base-encoder-decoder.Rmd
[2026-09-20 17:40:22] phase=rmd->docx status=ok duration=0.366s file=Rmd/custom/50-pattern-miner-base.Rmd
[2026-09-20 17:40:22] phase=rmd->docx status=ok duration=0.093s file=Rmd/custom/README.Rmd
[2026-09-20 17:40:23] phase=rmd->docx status=ok duration=0.778s file=Rmd/graphics/comparison/01-comparison-bar.Rmd
[2026-09-20 17:40:23] phase=rmd->docx status=ok duration=0.647s file=Rmd/graphics/comparison/02-comparison-bar-with-error.Rmd
[2026-09-20 17:40:24] phase=rmd->docx status=ok duration=0.587s file=Rmd/graphics/comparison/03-comparison-grouped-bar.Rmd
[2026-09-20 17:40:25] phase=rmd->docx status=ok duration=0.692s file=Rmd/graphics/comparison/04-comparison-stacked-bar.Rmd
[2026-09-20 17:40:26] phase=rmd->docx status=ok duration=1.323s file=Rmd/graphics/comparison/05-comparison-lollipop.Rmd
[2026-09-20 17:40:27] phase=rmd->docx status=ok duration=1.316s file=Rmd/graphics/comparison/06-proportion-pie.Rmd
[2026-09-20 17:40:28] phase=rmd->docx status=ok duration=0.636s file=Rmd/graphics/comparison/07-profile-radar.Rmd
[2026-09-20 17:40:28] phase=rmd->docx status=ok duration=0.108s file=Rmd/graphics/comparison/README.Rmd
[2026-09-20 17:40:29] phase=rmd->docx status=ok duration=1.405s file=Rmd/graphics/distribution/10-distribution-histogram.Rmd
[2026-09-20 17:40:31] phase=rmd->docx status=ok duration=1.789s file=Rmd/graphics/distribution/11-distribution-density.Rmd
[2026-09-20 17:40:32] phase=rmd->docx status=ok duration=1.009s file=Rmd/graphics/distribution/12-distribution-boxplot.Rmd
[2026-09-20 17:40:33] phase=rmd->docx status=ok duration=0.645s file=Rmd/graphics/distribution/13-distribution-boxplot-by-class.Rmd
[2026-09-20 17:40:34] phase=rmd->docx status=ok duration=0.702s file=Rmd/graphics/distribution/14-distribution-density-by-class.Rmd
[2026-09-20 17:40:34] phase=rmd->docx status=ok duration=0.707s file=Rmd/graphics/distribution/20-relationship-scatter.Rmd
[2026-09-20 17:40:35] phase=rmd->docx status=ok duration=0.677s file=Rmd/graphics/distribution/21-relationship-points.Rmd
[2026-09-20 17:40:36] phase=rmd->docx status=ok duration=0.652s file=Rmd/graphics/distribution/22-relationship-correlation.Rmd
[2026-09-20 17:40:39] phase=rmd->docx status=ok duration=3.488s file=Rmd/graphics/distribution/23-relationship-pair.Rmd
[2026-09-20 17:40:45] phase=rmd->docx status=ok duration=5.698s file=Rmd/graphics/distribution/24-relationship-pair-advanced.Rmd
[2026-09-20 17:40:46] phase=rmd->docx status=ok duration=0.810s file=Rmd/graphics/distribution/25-relationship-parallel.Rmd
[2026-09-20 17:40:46] phase=rmd->docx status=ok duration=0.616s file=Rmd/graphics/distribution/26-relationship-pixel.Rmd
[2026-09-20 17:40:47] phase=rmd->docx status=ok duration=0.784s file=Rmd/graphics/distribution/27-relationship-dendrogram.Rmd
[2026-09-20 17:40:48] phase=rmd->docx status=ok duration=0.650s file=Rmd/graphics/distribution/30-time-series-lines.Rmd
[2026-09-20 17:40:48] phase=rmd->docx status=ok duration=0.595s file=Rmd/graphics/distribution/31-time-series-basic.Rmd
[2026-09-20 17:40:49] phase=rmd->docx status=ok duration=0.657s file=Rmd/graphics/distribution/32-time-series-forecast.Rmd
[2026-09-20 17:40:50] phase=rmd->docx status=ok duration=0.868s file=Rmd/graphics/distribution/40-export-save-pdf.Rmd
[2026-09-20 17:40:51] phase=rmd->docx status=ok duration=1.097s file=Rmd/graphics/distribution/41-export-save-jpg.Rmd
[2026-09-20 17:40:51] phase=rmd->docx status=ok duration=0.573s file=Rmd/graphics/distribution/README.Rmd
[2026-09-20 17:40:52] phase=rmd->docx status=ok duration=0.104s file=Rmd/graphics/README.Rmd
[2026-09-20 17:40:52] phase=rmd->docx status=ok duration=0.731s file=Rmd/patterns/01-apriori-rules.Rmd
[2026-09-20 17:40:53] phase=rmd->docx status=ok duration=0.807s file=Rmd/patterns/10-eclat-itemsets.Rmd
[2026-09-20 17:40:54] phase=rmd->docx status=ok duration=0.540s file=Rmd/patterns/20-cspade-sequences.Rmd
[2026-09-20 17:40:54] phase=rmd->docx status=ok duration=0.654s file=Rmd/patterns/30-divergent-association-ranking.Rmd
[2026-09-20 17:40:54] phase=rmd->docx status=ok duration=0.111s file=Rmd/patterns/README.Rmd
[2026-09-20 17:40:54] phase=rmd->docx status=ok duration=0.109s file=Rmd/README.Rmd
[2026-09-20 17:40:55] phase=rmd->docx status=ok duration=0.464s file=Rmd/regression/beyond-linear/01-interpretable-tree.Rmd
